    971.07    18.201	0.19215E+00
    972.69    18.795	0.11122E+00
    974.32    18.245	0.18450E+00
    975.94    17.899	0.25364E+00
    977.57    17.677	0.31142E+00
    979.20    17.427	0.39175E+00
    980.84    17.165	0.49902E+00
    982.48    16.857	0.66271E+00
    984.12    16.578	0.85676E+00
    985.76    16.254	0.11547E+01
    987.40    15.986	0.14775E+01
    989.05    15.712	0.19028E+01
    990.70    15.490	0.23338E+01
    992.36    15.300	0.27804E+01
    994.01    15.157	0.31700E+01
    995.67    15.051	0.34956E+01
    997.33    15.002	0.36588E+01
    999.00    14.975	0.37483E+01
   1000.67    15.021	0.35952E+01
   1002.34    15.084	0.33930E+01
   1004.01    15.206	0.30305E+01
   1005.69    15.356	0.26409E+01
   1007.36    15.553	0.22015E+01
   1009.05    15.770	0.18034E+01
   1010.73    16.021	0.14305E+01
   1012.42    16.268	0.11396E+01
   1014.11    16.552	0.87763E+00
   1015.80    16.777	0.71298E+00
   1017.50    17.018	0.57121E+00
   1019.19    17.224	0.47239E+00
   1020.90    17.401	0.40149E+00
   1022.60    17.562	0.34606E+00
   1024.31    17.891	0.25563E+00
   1026.02    18.171	0.19754E+00
   1027.73    17.692	0.30705E+00
   1029.44    17.361	0.41661E+00
   1031.16    17.107	0.52629E+00
   1032.88    16.901	0.63613E+00
   1034.61    16.728	0.74614E+00
   1036.33    16.567	0.86525E+00
   1038.06    16.031	0.14172E+01
   1039.80    15.674	0.19699E+01
   1041.53    15.405	0.25234E+01
   1043.27    15.189	0.30778E+01
   1045.01    15.009	0.36331E+01
   1046.76    14.855	0.41893E+01
   1048.51    14.551	0.55406E+01
   1050.26    14.311	0.69120E+01
   1052.01    14.114	0.82847E+01
   1053.76    13.948	0.96592E+01
   1055.52    13.803	0.11035E+02
   1057.29    13.675	0.12414E+02
   1059.05    13.540	0.14058E+02
   1060.82    13.419	0.15720E+02
   1062.59    13.310	0.17384E+02
   1064.36    13.210	0.19049E+02
   1066.14    13.119	0.20716E+02
   1067.92    13.035	0.22382E+02
   1069.70    12.971	0.23740E+02
   1071.49    12.911	0.25099E+02
   1073.28    12.854	0.26459E+02
   1075.07    12.799	0.27822E+02
   1076.86    12.747	0.29184E+02
   1078.66    12.700	0.30493E+02
   1080.46    12.675	0.31202E+02
   1082.26    12.650	0.31914E+02
   1084.07    12.626	0.32626E+02
   1085.88    12.603	0.33339E+02
   1087.69    12.580	0.34053E+02
   1089.51    12.556	0.34795E+02
   1091.32    12.530	0.35630E+02
   1093.15    12.505	0.36464E+02
   1094.97    12.481	0.37300E+02
   1096.80    12.457	0.38137E+02
   1098.63    12.433	0.38975E+02
   1100.46    12.417	0.39569E+02
   1102.30    12.408	0.39888E+02
   1104.14    12.399	0.40209E+02
   1105.98    12.391	0.40529E+02
   1107.83    12.382	0.40850E+02
   1109.68    12.373	0.41172E+02
   1111.53    12.369	0.41340E+02
   1113.39    12.366	0.41445E+02
   1115.24    12.364	0.41551E+02
   1117.11    12.361	0.41657E+02
   1118.97    12.358	0.41764E+02
   1120.84    12.356	0.41856E+02
   1122.71    12.358	0.41767E+02
   1124.58    12.360	0.41677E+02
   1126.46    12.363	0.41588E+02
   1128.34    12.365	0.41498E+02
   1130.22    12.367	0.41409E+02
   1132.11    12.372	0.41228E+02
   1134.00    12.380	0.40927E+02
   1135.90    12.388	0.40625E+02
   1137.79    12.396	0.40324E+02
   1139.69    12.404	0.40022E+02
   1141.59    12.413	0.39718E+02
   1143.50    12.427	0.39187E+02
   1145.41    12.443	0.38626E+02
   1147.32    12.459	0.38064E+02
   1149.23    12.475	0.37502E+02
   1151.15    12.491	0.36938E+02
   1153.07    12.512	0.36247E+02
   1155.00    12.540	0.35322E+02
   1155.80    12.728	0.29704E+02
   1157.00    12.464	0.37877E+02
   1158.00    12.729	0.29676E+02
   1159.20    12.835	0.26927E+02
   1160.40    12.797	0.27878E+02
   1161.60    12.822	0.27233E+02
   1162.80    12.953	0.24138E+02
   1164.00    13.059	0.21908E+02
   1165.20    12.931	0.24637E+02
   1166.40    13.050	0.22088E+02
   1167.60    13.054	0.22002E+02
   1168.80    12.945	0.24323E+02
   1169.80    13.048	0.22127E+02
   1171.00    13.314	0.17313E+02
   1172.20    13.152	0.20100E+02
   1173.40    13.174	0.19694E+02
   1174.60    13.358	0.16629E+02
   1175.80    13.160	0.19945E+02
   1177.00    13.491	0.14716E+02
   1178.20    13.648	0.12734E+02
   1179.40    13.610	0.13178E+02
   1180.60    13.828	0.10785E+02
   1181.60    13.812	0.10943E+02
   1182.80    13.977	0.94019E+01
   1184.00    13.810	0.10969E+02
   1185.20    13.872	0.10359E+02
   1186.40    14.473	0.59531E+01
   1187.60    14.421	0.62466E+01
   1188.80    14.856	0.41830E+01
   1190.00    14.740	0.46545E+01
   1191.20    14.701	0.48276E+01
   1192.40    14.727	0.47109E+01
   1193.40    14.783	0.44756E+01
   1194.60    14.811	0.43611E+01
   1195.80    14.837	0.42599E+01
   1197.00    14.862	0.41616E+01
   1198.20    14.692	0.48673E+01
   1199.40    14.976	0.37459E+01
   1200.16    14.967	0.37771E+01
   1202.17    15.209	0.30233E+01
   1204.17    15.521	0.22678E+01
   1206.18    15.774	0.17972E+01
   1208.20    15.920	0.15708E+01
   1210.21    16.089	0.13439E+01
   1212.23    16.290	0.11167E+01
   1214.26    16.538	0.88881E+00
   1216.29    16.614	0.82870E+00
   1218.31    16.295	0.11119E+01
   1220.35    16.163	0.12552E+01
   1222.39    16.044	0.14002E+01
