    971.07    17.894	0.25501E+00
    972.69    17.882	0.25784E+00
    974.32    17.870	0.26071E+00
    975.94    17.858	0.26361E+00
    977.57    17.846	0.26651E+00
    979.20    17.834	0.26946E+00
    980.84    17.822	0.27243E+00
    982.48    17.810	0.27541E+00
    984.12    17.798	0.27843E+00
    985.76    17.786	0.28148E+00
    987.40    17.775	0.28455E+00
    989.05    17.763	0.28765E+00
    990.70    17.751	0.29077E+00
    992.36    17.739	0.29391E+00
    994.01    17.728	0.29709E+00
    995.67    17.716	0.30030E+00
    997.33    17.704	0.30353E+00
    999.00    17.693	0.30678E+00
   1000.67    17.681	0.31007E+00
   1002.34    17.670	0.31338E+00
   1004.01    17.658	0.31672E+00
   1005.69    17.647	0.32008E+00
   1007.36    17.635	0.32349E+00
   1009.05    17.624	0.32690E+00
   1010.73    17.613	0.33036E+00
   1012.42    17.601	0.33384E+00
   1014.11    17.590	0.33734E+00
   1015.80    17.579	0.34087E+00
   1017.50    17.567	0.34445E+00
   1019.19    17.556	0.34804E+00
   1020.90    17.545	0.35166E+00
   1022.60    17.533	0.35531E+00
   1024.31    17.522	0.35899E+00
   1026.02    17.511	0.36269E+00
   1027.73    17.500	0.36644E+00
   1029.44    17.489	0.37020E+00
   1031.16    17.478	0.37401E+00
   1032.88    17.467	0.37783E+00
   1034.61    17.456	0.38169E+00
   1036.33    17.445	0.38559E+00
   1038.06    17.434	0.38950E+00
   1039.80    17.423	0.39345E+00
   1041.53    17.412	0.39742E+00
   1043.27    17.401	0.40144E+00
   1045.01    17.390	0.40548E+00
   1046.76    17.379	0.40954E+00
   1048.51    17.368	0.41365E+00
   1050.26    17.358	0.41779E+00
   1052.01    17.347	0.42194E+00
   1053.76    17.336	0.42615E+00
   1055.52    17.325	0.43038E+00
   1057.29    17.315	0.43463E+00
   1059.05    17.304	0.43892E+00
   1060.82    17.293	0.44324E+00
   1062.59    17.283	0.44760E+00
   1064.36    17.272	0.45199E+00
   1066.14    17.262	0.45640E+00
   1067.92    17.251	0.46087E+00
   1069.70    17.241	0.46534E+00
   1071.49    17.230	0.46986E+00
   1073.28    17.220	0.47441E+00
   1075.07    17.209	0.47899E+00
   1076.86    17.199	0.48361E+00
   1078.66    17.188	0.48825E+00
   1080.46    17.178	0.49294E+00
   1082.26    17.168	0.49765E+00
   1084.07    17.157	0.50241E+00
   1085.88    17.147	0.50718E+00
   1087.69    17.137	0.51200E+00
   1089.51    17.127	0.51684E+00
   1091.32    17.116	0.52173E+00
   1093.15    17.106	0.52665E+00
   1094.97    17.096	0.53160E+00
   1096.80    17.086	0.53659E+00
   1098.63    17.076	0.54160E+00
   1100.46    17.066	0.54666E+00
   1102.30    17.056	0.55175E+00
   1104.14    17.046	0.55688E+00
   1105.98    17.036	0.56203E+00
   1107.83    17.026	0.56722E+00
   1109.68    17.016	0.57244E+00
   1111.53    17.006	0.57771E+00
   1113.39    16.996	0.58302E+00
   1115.24    16.986	0.58834E+00
   1117.11    16.976	0.59371E+00
   1118.97    16.966	0.59911E+00
   1120.84    16.956	0.60456E+00
   1122.71    16.947	0.61003E+00
   1124.58    16.937	0.61554E+00
   1126.46    16.927	0.62109E+00
   1128.34    16.917	0.62667E+00
   1130.22    16.908	0.63230E+00
   1132.11    16.898	0.63795E+00
   1134.00    16.888	0.64364E+00
   1135.90    16.879	0.64936E+00
   1137.79    16.869	0.65512E+00
   1139.69    16.860	0.66093E+00
   1141.59    16.850	0.66676E+00
   1143.50    16.841	0.67263E+00
   1145.41    16.831	0.67855E+00
   1147.32    16.822	0.68449E+00
   1149.23    16.812	0.69047E+00
   1151.15    16.803	0.69651E+00
   1153.07    16.793	0.70256E+00
   1155.00    16.784	0.70865E+00
   1156.93    16.775	0.71478E+00
   1158.86    16.765	0.72096E+00
   1160.79    16.756	0.72717E+00
   1162.73    16.747	0.73340E+00
   1164.67    16.737	0.73968E+00
   1166.61    16.728	0.74600E+00
   1168.56    16.719	0.75235E+00
   1170.51    16.710	0.75876E+00
   1172.47    16.701	0.76518E+00
   1174.42    16.691	0.77166E+00
