    971.82     7.304	0.43909E+04
    981.08     7.409	0.39847E+04
    990.34     7.500	0.36646E+04
    999.60     7.465	0.37829E+04
   1008.86     7.450	0.38363E+04
   1018.12     7.451	0.38339E+04
   1027.38     7.424	0.39314E+04
   1036.64     7.358	0.41782E+04
   1045.90     7.272	0.45206E+04
   1055.16     7.267	0.45398E+04
   1064.42     7.308	0.43745E+04
   1073.68     7.372	0.41224E+04
   1082.94     7.462	0.37956E+04
   1092.20     7.502	0.36585E+04
   1101.46     7.513	0.36200E+04
   1110.72     7.463	0.37907E+04
   1119.98     7.425	0.39249E+04
   1129.24     7.422	0.39374E+04
   1138.50     7.381	0.40879E+04
   1147.76     7.355	0.41875E+04
   1155.80     7.277	0.44992E+04
   1157.00     7.247	0.46280E+04
   1158.00     7.288	0.44552E+04
   1159.20     7.290	0.44450E+04
   1160.40     7.271	0.45259E+04
   1161.60     7.241	0.46519E+04
   1162.80     7.260	0.45715E+04
   1164.00     7.278	0.44938E+04
   1165.20     7.305	0.43843E+04
   1166.40     7.321	0.43198E+04
   1167.60     7.304	0.43891E+04
   1168.80     7.314	0.43489E+04
   1169.80     7.323	0.43145E+04
   1171.00     7.332	0.42763E+04
   1172.20     7.319	0.43305E+04
   1173.40     7.330	0.42853E+04
   1174.60     7.321	0.43203E+04
   1175.80     7.309	0.43699E+04
   1177.00     7.295	0.44246E+04
   1178.20     7.323	0.43113E+04
   1179.40     7.316	0.43395E+04
   1180.40     7.305	0.43841E+04
   1181.60     7.288	0.44530E+04
   1182.80     7.268	0.45383E+04
   1184.00     7.282	0.44808E+04
   1185.20     7.308	0.43740E+04
   1186.40     7.315	0.43461E+04
   1187.60     7.318	0.43317E+04
   1188.80     7.331	0.42800E+04
   1190.00     7.333	0.42738E+04
   1191.20     7.328	0.42942E+04
   1192.20     7.335	0.42659E+04
   1193.40     7.405	0.39992E+04
   1194.60     7.423	0.39352E+04
   1195.80     7.429	0.39138E+04
   1197.00     7.449	0.38394E+04
   1198.20     7.469	0.37697E+04
   1199.40     7.485	0.37166E+04
   1200.60     7.473	0.37561E+04
   1201.80     7.441	0.38698E+04
   1203.00     7.411	0.39764E+04
   1204.00     7.405	0.39992E+04
   1205.20     7.409	0.39848E+04
   1206.40     7.394	0.40391E+04
   1207.60     7.422	0.39382E+04
   1208.80     7.483	0.37212E+04
   1210.00     7.551	0.34960E+04
   1211.20     7.658	0.31681E+04
   1212.40     7.806	0.27647E+04
   1213.60     7.930	0.24667E+04
   1214.80     7.989	0.23357E+04
   1215.80     7.917	0.24953E+04
   1217.00     7.743	0.29309E+04
   1218.20     7.628	0.32560E+04
   1219.40     7.520	0.35969E+04
   1220.60     7.484	0.37195E+04
   1221.80     7.458	0.38085E+04
   1223.00     7.423	0.39324E+04
   1224.20     7.427	0.39198E+04
   1225.40     7.435	0.38900E+04
   1226.60     7.449	0.38418E+04
   1227.60     7.455	0.38200E+04
   1228.80     7.467	0.37771E+04
   1230.00     7.495	0.36799E+04
   1231.20     7.515	0.36143E+04
   1232.40     7.530	0.35654E+04
   1233.60     7.570	0.34351E+04
   1234.80     7.590	0.33739E+04
   1236.00     7.620	0.32822E+04
   1237.20     7.696	0.30580E+04
   1238.40     7.732	0.29585E+04
   1239.40     7.725	0.29774E+04
   1240.60     7.719	0.29944E+04
   1241.80     7.697	0.30570E+04
   1243.00     7.656	0.31742E+04
   1244.20     7.614	0.32976E+04
   1245.40     7.564	0.34558E+04
   1246.60     7.529	0.35678E+04
   1247.80     7.530	0.35650E+04
   1249.00     7.561	0.34658E+04
   1250.20     7.583	0.33944E+04
   1251.20     7.593	0.33624E+04
   1252.40     7.577	0.34133E+04
   1253.60     7.570	0.34369E+04
   1254.80     7.557	0.34761E+04
   1256.00     7.538	0.35393E+04
   1257.20     7.556	0.34802E+04
   1258.40     7.552	0.34924E+04
   1259.60     7.528	0.35720E+04
   1260.80     7.498	0.36714E+04
   1262.00     7.487	0.37073E+04
   1263.00     7.488	0.37058E+04
   1264.20     7.505	0.36480E+04
   1265.40     7.524	0.35838E+04
   1266.60     7.526	0.35777E+04
   1267.80     7.524	0.35843E+04
   1269.00     7.519	0.35998E+04
   1270.20     7.517	0.36060E+04
   1271.40     7.508	0.36377E+04
   1272.60     7.470	0.37674E+04
   1273.60     7.437	0.38840E+04
   1274.80     7.443	0.38611E+04
   1276.00     7.456	0.38172E+04
   1277.20     7.462	0.37947E+04
   1278.40     7.454	0.38240E+04
   1279.60     7.454	0.38214E+04
   1280.80     7.466	0.37813E+04
   1282.00     7.472	0.37588E+04
   1283.20     7.491	0.36945E+04
   1284.40     7.481	0.37281E+04
   1285.40     7.458	0.38089E+04
   1286.60     7.445	0.38553E+04
   1287.80     7.426	0.39243E+04
   1289.00     7.400	0.40165E+04
   1290.20     7.386	0.40683E+04
   1291.40     7.387	0.40659E+04
   1292.60     7.355	0.41875E+04
   1293.80     7.367	0.41406E+04
   1295.00     7.377	0.41043E+04
   1296.20     7.391	0.40496E+04
   1297.20     7.393	0.40427E+04
   1298.40     7.426	0.39239E+04
   1299.60     7.456	0.38175E+04
   1300.80     7.480	0.37317E+04
