    971.82     9.180	0.77952E+03
    981.08     9.250	0.73144E+03
    990.34     9.165	0.79084E+03
    999.60     8.968	0.94823E+03
   1008.86     8.925	0.98586E+03
   1018.12     9.036	0.89061E+03
   1027.38     9.158	0.79594E+03
   1036.64     9.137	0.81114E+03
   1045.90     9.029	0.89624E+03
   1055.16     8.963	0.95194E+03
   1064.42     8.910	0.10002E+04
   1073.68     8.942	0.97120E+03
   1082.94     8.992	0.92735E+03
   1092.20     9.002	0.91901E+03
   1101.46     9.009	0.91304E+03
   1110.72     8.997	0.92335E+03
   1119.98     9.122	0.82233E+03
   1129.24     9.155	0.79820E+03
   1138.50     9.013	0.90915E+03
   1147.76     8.883	0.10252E+04
   1155.80     9.161	0.79390E+03
   1157.00     9.085	0.85092E+03
   1158.20     9.185	0.77634E+03
   1159.20     9.153	0.79970E+03
   1160.40     9.126	0.81936E+03
   1161.60     9.134	0.81348E+03
   1162.80     9.162	0.79294E+03
   1164.00     9.138	0.81078E+03
   1165.20     9.124	0.82085E+03
   1166.40     9.135	0.81254E+03
   1167.60     9.102	0.83811E+03
   1168.80     9.111	0.83079E+03
   1170.00     9.126	0.81932E+03
   1171.00     9.131	0.81611E+03
   1172.20     9.102	0.83763E+03
   1173.40     9.117	0.82612E+03
   1174.60     9.117	0.82639E+03
   1175.80     9.100	0.83940E+03
   1177.00     9.083	0.85252E+03
   1178.20     9.136	0.81244E+03
   1179.40     9.125	0.82015E+03
   1180.60     9.115	0.82809E+03
   1181.60     9.122	0.82293E+03
   1182.80     9.068	0.86444E+03
   1184.00     9.048	0.88048E+03
   1185.20     9.073	0.86084E+03
   1186.40     9.087	0.84980E+03
   1187.60     9.080	0.85486E+03
   1188.80     9.125	0.82018E+03
   1190.00     9.099	0.83998E+03
   1191.20     9.095	0.84297E+03
   1192.40     9.109	0.83277E+03
   1193.40     9.174	0.78425E+03
   1194.60     9.212	0.75707E+03
   1195.80     9.181	0.77943E+03
   1197.00     9.195	0.76946E+03
   1198.20     9.178	0.78115E+03
   1199.40     9.197	0.76741E+03
   1200.60     9.225	0.74788E+03
   1201.80     9.177	0.78170E+03
   1203.00     9.221	0.75112E+03
   1204.20     9.237	0.73990E+03
   1205.20     9.285	0.70770E+03
   1206.40     9.276	0.71393E+03
   1207.60     9.319	0.68595E+03
   1208.80     9.395	0.63980E+03
   1210.00     9.430	0.61917E+03
   1211.20     9.492	0.58528E+03
   1212.40     9.564	0.54758E+03
   1213.60     9.573	0.54307E+03
   1214.80     9.684	0.49034E+03
   1216.00     9.711	0.47822E+03
   1217.00     9.608	0.52590E+03
   1218.20     9.572	0.54370E+03
   1219.40     9.478	0.59278E+03
   1220.60     9.440	0.61364E+03
   1221.80     9.405	0.63402E+03
   1223.00     9.364	0.65855E+03
   1224.20     9.371	0.65382E+03
   1225.40     9.329	0.68002E+03
   1226.60     9.306	0.69449E+03
   1227.80     9.301	0.69767E+03
   1228.80     9.267	0.71951E+03
   1230.00     9.279	0.71163E+03
   1231.20     9.272	0.71676E+03
   1232.40     9.241	0.73714E+03
   1233.60     9.284	0.70833E+03
   1234.80     9.287	0.70684E+03
   1236.00     9.240	0.73811E+03
   1237.20     9.261	0.72349E+03
   1238.40     9.295	0.70156E+03
   1239.60     9.254	0.72857E+03
   1240.60     9.281	0.71047E+03
   1241.80     9.310	0.69165E+03
   1243.00     9.255	0.72759E+03
   1244.20     9.260	0.72434E+03
   1245.40     9.286	0.70755E+03
   1246.60     9.285	0.70813E+03
   1247.80     9.262	0.72307E+03
   1249.00     9.274	0.71531E+03
   1250.20     9.282	0.71008E+03
   1251.40     9.321	0.68468E+03
   1252.40     9.297	0.70037E+03
   1253.60     9.297	0.70015E+03
   1254.80     9.302	0.69698E+03
   1256.00     9.275	0.71435E+03
   1257.20     9.310	0.69169E+03
   1258.40     9.263	0.72231E+03
   1259.60     9.292	0.70327E+03
   1260.80     9.300	0.69847E+03
   1262.00     9.300	0.69794E+03
   1263.20     9.310	0.69162E+03
   1264.20     9.313	0.68980E+03
   1265.40     9.286	0.70759E+03
   1266.60     9.331	0.67838E+03
   1267.80     9.320	0.68572E+03
   1269.00     9.307	0.69343E+03
   1270.20     9.289	0.70530E+03
   1271.40     9.343	0.67110E+03
   1272.60     9.299	0.69859E+03
   1273.80     9.267	0.71968E+03
   1275.00     9.290	0.70455E+03
   1276.00     9.317	0.68757E+03
   1277.20     9.280	0.71128E+03
   1278.40     9.289	0.70525E+03
   1279.60     9.286	0.70754E+03
   1280.80     9.308	0.69307E+03
   1282.00     9.317	0.68748E+03
   1283.20     9.292	0.70319E+03
   1284.40     9.311	0.69137E+03
   1285.60     9.293	0.70261E+03
   1286.80     9.296	0.70078E+03
   1287.80     9.322	0.68428E+03
   1289.00     9.305	0.69530E+03
   1290.20     9.313	0.68980E+03
   1291.40     9.324	0.68268E+03
   1292.60     9.276	0.71388E+03
   1293.80     9.326	0.68155E+03
   1295.00     9.309	0.69258E+03
