   1376.40    13.463		0.15087E+02
   1377.60    13.462		0.15115E+02
   1378.80    13.545		0.13999E+02
   1380.00    13.472		0.14968E+02
   1381.00    13.441		0.15398E+02
   1382.20    13.555		0.13871E+02
   1383.40    13.534		0.14138E+02
   1384.60    13.487		0.14759E+02
   1385.80    13.534		0.14138E+02
   1387.00    13.485		0.14790E+02
   1388.20    13.476		0.14921E+02
   1389.40    13.530		0.14185E+02
   1390.60    13.587		0.13460E+02
   1391.80    13.514		0.14404E+02
   1392.80    13.540		0.14065E+02
   1394.00    13.548		0.13963E+02
   1395.20    13.537		0.14102E+02
   1396.40    13.583		0.13509E+02
   1397.60    13.575		0.13618E+02
   1398.80    13.504		0.14536E+02
   1400.00    13.514		0.14402E+02
   1401.20    13.551		0.13924E+02
   1402.40    13.588		0.13450E+02
   1403.60    13.537		0.14102E+02
   1404.60    13.492		0.14691E+02
   1405.80    13.512		0.14427E+02
   1407.00    13.517		0.14361E+02
   1408.20    13.520		0.14325E+02
   1409.40    13.471		0.14989E+02
   1410.60    13.528		0.14218E+02
   1411.80    13.458		0.15160E+02
   1413.00    13.515		0.14387E+02
   1414.20    13.538		0.14085E+02
   1415.40    13.437		0.15455E+02
   1416.40    13.535		0.14127E+02
   1417.60    13.514		0.14399E+02
   1418.80    13.511		0.14435E+02
   1420.00    13.542		0.14033E+02
   1421.20    13.486		0.14783E+02
   1422.40    13.487		0.14757E+02
   1423.60    13.549		0.13945E+02
   1424.80    13.470		0.14994E+02
   1426.00    13.447		0.15313E+02
   1427.20    13.488		0.14747E+02
   1428.20    13.501		0.14579E+02
   1429.40    13.426		0.15615E+02
   1430.60    13.544		0.14006E+02
   1431.80    13.468		0.15031E+02
   1433.00    13.416		0.15758E+02
   1434.20    13.518		0.14352E+02
   1435.40    13.464		0.15086E+02
   1436.60    13.537		0.14096E+02
   1437.80    13.512		0.14434E+02
   1439.00    13.427		0.15599E+02
   1440.00    13.507		0.14500E+02
   1441.20    13.547		0.13972E+02
   1442.40    13.487		0.14770E+02
   1443.60    13.558		0.13835E+02
   1444.80    13.563		0.13767E+02
   1446.00    13.481		0.14844E+02
   1447.20    13.464		0.15078E+02
   1448.40    13.495		0.14656E+02
   1449.60    13.524		0.14267E+02
   1450.80    13.502		0.14565E+02
   1451.80    13.520		0.14328E+02
   1453.00    13.552		0.13902E+02
   1454.20    13.536		0.14111E+02
   1455.40    13.479		0.14878E+02
   1456.60    13.405		0.15916E+02
   1457.80    13.432		0.15530E+02
   1459.00    13.519		0.14330E+02
   1460.20    13.513		0.14412E+02
   1461.40    13.460		0.15129E+02
   1462.60    13.445		0.15341E+02
   1463.60    13.444		0.15360E+02
   1464.80    13.383		0.16248E+02
   1466.00    13.450		0.15279E+02
   1467.20    13.469		0.15014E+02
   1468.40    13.431		0.15543E+02
   1469.60    13.475		0.14923E+02
   1470.80    13.452		0.15247E+02
   1472.00    13.420		0.15697E+02
   1473.20    13.460		0.15139E+02
   1474.40    13.500		0.14583E+02
   1475.40    13.473		0.14957E+02
   1476.60    13.401		0.15981E+02
   1477.80    13.430		0.15562E+02
   1479.00    13.422		0.15681E+02
   1480.20    13.349		0.16769E+02
   1481.40    13.375		0.16365E+02
   1482.60    13.425		0.15627E+02
   1483.80    13.378		0.16328E+02
   1485.00    13.377		0.16338E+02
   1486.00    13.374		0.16389E+02
   1487.20    13.383		0.16246E+02
   1488.40    13.408		0.15871E+02
   1489.60    13.407		0.15893E+02
   1490.80    13.367		0.16492E+02
   1492.00    13.365		0.16526E+02
   1493.20    13.456		0.15187E+02
   1494.40    13.380		0.16297E+02
   1495.60    13.360		0.16594E+02
   1496.80    13.392		0.16114E+02
   1497.80    13.411		0.15836E+02
   1499.00    13.404		0.15939E+02
   1500.20    13.405		0.15926E+02
   1501.40    13.456		0.15198E+02
   1502.60    13.477		0.14895E+02
   1503.80    13.525		0.14260E+02
   1505.00    13.487		0.14762E+02
   1506.20    13.471		0.14987E+02
   1507.40    13.488		0.14751E+02
   1508.60    13.485		0.14788E+02
   1509.60    13.487		0.14769E+02
   1510.80    13.537		0.14098E+02
   1512.00    13.546		0.13980E+02
   1513.20    13.477		0.14905E+02
   1514.40    13.479		0.14869E+02
   1515.60    13.505		0.14526E+02
   1516.80    13.471		0.14977E+02
