 4060.0000 14.720 40.0
 4100.0000 14.600 40.0
 4140.0000 14.500 40.0
 4200.0000 14.670 60.0
 4240.0000 14.930 40.0
 4260.0000 14.700 20.0
 4300.0000 14.470 40.0
 4340.0000 14.330 40.0
 4380.0000 14.230 40.0
 4400.0000 14.100 20.0
 4560.0000 13.500 160.0
 4760.0000 13.500 200.0
 4800.0000 13.530 40.0
 4820.0000 13.500 20.0
 4860.0000 13.440 40.0
 4900.0000 13.220 40.0
 4920.0000 13.100 20.0
 4960.0000 13.240 40.0
 5000.0000 13.320 40.0
 5120.0000 13.090 120.0
 5240.0000 12.820 120.0
 5400.0000 12.460 160.0
 5560.0000 12.540 160.0
 5760.0000 12.270 200.0
 6020.0000 12.270 260.0
 6420.0000 11.730 400.0
 6460.0000 11.620 40.0
 6500.0000 11.560 40.0
 6540.0000 11.440 40.0
 6560.0000 11.480 20.0
 6580.0000 11.520 20.0
 6620.0000 11.580 40.0
 6660.0000 11.700 40.0
 6700.0000 11.810 40.0
 6740.0000 11.880 40.0
 6780.0000 11.840 40.0
 7100.0000 11.400 320.0
 7460.0000 10.660 360.0
 7780.0000 10.780 320.0
 8100.0000 10.370 320.0
 8380.0000 10.340 280.0
 8708.0000 10.260 328.0
