 3125.7842 13.285  2.1
 3127.8665 13.194  2.1
 3129.9487 13.141  2.1
 3132.0310 13.094  2.1
 3134.1133 13.064  2.1
 3136.1956 13.096  2.1
 3138.2778 13.110  2.1
 3140.3601 13.131  2.1
 3142.4424 13.183  2.1
 3144.5246 13.260  2.1
 3146.6069 13.213  2.1
 3148.6892 13.120  2.1
 3150.7715 13.050  2.1
 3152.8537 13.121  2.1
 3154.9360 13.156  2.1
 3157.0183 13.155  2.1
 3159.1005 13.129  2.1
 3161.1828 13.101  2.1
 3163.2651 13.065  2.1
 3165.3473 13.046  2.1
 3167.4296 13.037  2.1
 3169.5119 13.020  2.1
 3171.5942 13.013  2.1
 3173.6764 13.018  2.1
 3175.7587 13.020  2.1
 3177.8410 13.008  2.1
 3179.9232 13.073  2.1
 3182.0055 13.122  2.1
 3184.0878 13.128  2.1
 3186.1701 13.081  2.1
 3188.2523 13.029  2.1
 3190.3346 13.055  2.1
 3192.4169 13.092  2.1
 3194.4991 13.107  2.1
 3196.5814 13.098  2.1
 3198.6637 13.114  2.1
 3200.7460 13.150  2.1
 3202.8282 13.182  2.1
 3204.9105 13.164  2.1
 3206.9928 13.134  2.1
 3209.0750 13.108  2.1
 3211.1573 13.084  2.1
 3213.2396 13.062  2.1
 3215.3218 13.042  2.1
 3217.4041 13.033  2.1
 3219.4864 13.023  2.1
 3221.5687 13.001  2.1
 3223.6509 13.008  2.1
 3225.7332 13.016  2.1
 3227.8155 13.009  2.1
 3229.8977 12.980  2.1
 3231.9800 12.973  2.1
 3234.0623 12.976  2.1
 3236.1446 12.974  2.1
 3238.2268 12.965  2.1
 3240.3091 12.973  2.1
 3242.3914 12.977  2.1
 3244.4736 12.968  2.1
 3246.5559 12.955  2.1
 3248.6382 12.966  2.1
 3250.7205 13.018  2.1
 3252.8027 13.052  2.1
 3254.8850 13.059  2.1
 3256.9673 13.034  2.1
 3259.0495 13.033  2.1
 3261.1318 13.028  2.1
 3263.2141 13.016  2.1
 3265.2964 12.991  2.1
 3267.3786 13.010  2.1
 3269.4609 13.024  2.1
 3271.5432 13.036  2.1
 3273.6254 13.046  2.1
 3275.7077 13.050  2.1
 3277.7900 13.037  2.1
 3279.8722 13.033  2.1
 3281.9545 13.042  2.1
 3284.0368 13.044  2.1
 3286.1191 13.028  2.1
 3288.2013 13.009  2.1
 3290.2836 12.994  2.1
 3292.3659 12.987  2.1
 3294.4481 13.002  2.1
 3296.5304 13.009  2.1
 3298.6127 13.000  2.1
 3300.6950 12.971  2.1
 3302.7772 13.004  2.1
 3304.8595 13.031  2.1
 3306.9418 13.045  2.1
 3309.0240 13.039  2.1
 3311.1063 13.059  2.1
 3313.1886 13.062  2.1
 3315.2709 13.042  2.1
 3317.3531 12.999  2.1
 3319.4354 12.987  2.1
 3321.5177 12.994  2.1
 3323.5999 12.998  2.1
 3325.6822 12.992  2.1
 3327.7645 12.976  2.1
 3329.8467 12.981  2.1
 3331.9290 13.007  2.1
 3334.0113 13.037  2.1
 3336.0936 13.035  2.1
 3338.1758 13.035  2.1
 3340.2581 13.033  2.1
 3342.3404 13.019  2.1
 3344.4226 12.993  2.1
 3346.5049 13.017  2.1
 3348.5872 13.043  2.1
 3350.6695 13.058  2.1
 3352.7517 13.069  2.1
 3354.8340 13.059  2.1
 3356.9163 13.036  2.1
 3358.9985 13.024  2.1
 3361.0808 13.029  2.1
 3363.1631 13.043  2.1
 3365.2454 13.037  2.1
 3367.3276 13.029  2.1
 3369.4099 13.031  2.1
 3371.4922 13.064  2.1
 3373.5744 13.090  2.1
 3375.6567 13.081  2.1
 3377.7390 13.045  2.1
 3379.8212 13.003  2.1
 3381.9035 12.994  2.1
 3383.9858 12.996  2.1
 3386.0681 13.002  2.1
 3388.1503 13.006  2.1
 3390.2326 13.015  2.1
 3392.3149 13.031  2.1
 3394.3971 13.036  2.1
 3396.4794 13.031  2.1
 3398.5617 13.025  2.1
 3400.6440 13.053  2.1
 3402.7262 13.077  2.1
 3404.8085 13.078  2.1
 3406.8908 13.066  2.1
 3408.9730 13.067  2.1
 3411.0553 13.055  2.1
 3413.1376 13.033  2.1
 3415.2199 13.027  2.1
 3417.3021 13.017  2.1
 3419.3844 13.016  2.1
 3421.4667 13.023  2.1
 3423.5489 13.035  2.1
 3425.6312 13.065  2.1
 3427.7135 13.093  2.1
 3429.7958 13.112  2.1
 3431.8780 13.131  2.1
 3433.9603 13.086  2.1
 3436.0426 13.063  2.1
 3438.1248 13.064  2.1
 3440.2071 13.096  2.1
 3442.2894 13.113  2.1
 3444.3716 13.101  2.1
 3446.4539 13.084  2.1
 3448.5362 13.094  2.1
 3450.6185 13.134  2.1
 3452.7007 13.118  2.1
 3454.7830 13.091  2.1
 3456.8653 13.059  2.1
 3458.9475 13.047  2.1
 3461.0298 13.064  2.1
 3463.1121 13.102  2.1
 3465.1944 13.140  2.1
 3467.2766 13.140  2.1
 3469.3589 13.151  2.1
 3471.4412 13.154  2.1
 3473.5234 13.163  2.1
 3475.6057 13.190  2.1
 3477.6880 13.212  2.1
 3479.7703 13.220  2.1
 3481.8525 13.213  2.1
 3483.9348 13.200  2.1
 3486.0171 13.161  2.1
 3488.0993 13.143  2.1
