 4060.0000 11.640 40.0
 4100.0000 11.800 40.0
 4140.0000 11.710 40.0
 4200.0000 11.690 60.0
 4240.0000 11.680 40.0
 4260.0000 11.680 20.0
 4300.0000 11.710 40.0
 4340.0000 11.900 40.0
 4380.0000 11.730 40.0
 4400.0000 11.730 20.0
 4560.0000 11.800 160.0
 4760.0000 11.880 200.0
 4800.0000 11.900 40.0
 4820.0000 11.920 20.0
 4860.0000 12.120 40.0
 4900.0000 11.950 40.0
 4920.0000 11.940 20.0
 4960.0000 11.940 40.0
 5000.0000 11.960 40.0
 5120.0000 11.990 120.0
 5240.0000 12.030 120.0
 5400.0000 12.080 160.0
 5560.0000 12.150 160.0
 5760.0000 12.210 200.0
 6020.0000 12.280 260.0
 6420.0000 12.390 400.0
 6460.0000 12.410 40.0
 6500.0000 12.430 40.0
 6540.0000 12.510 40.0
 6560.0000 12.580 20.0
 6580.0000 12.560 20.0
 6620.0000 12.460 40.0
 6660.0000 12.460 40.0
 6700.0000 12.460 40.0
 6740.0000 12.460 40.0
 6780.0000 12.470 40.0
 7100.0000 12.560 320.0
 7460.0000 12.650 360.0
 7780.0000 12.730 320.0
 8100.0000 12.790 320.0
 8380.0000 12.850 280.0

