3210    11.16    20.0
3230    11.13    20.0
3250    11.12    20.0
3270    11.12    20.0
3290    11.19    20.0
3310    11.19    20.0
3330    11.19    20.0
3350    11.19    20.0
3370    11.2     20.0
3390    11.18    20.0
3410    11.18    20.0
3430    11.2     20.0
3450    11.21    20.0
3470    11.22    20.0
3490    11.24    20.0
3510    11.23    20.0
3530    11.24    20.0
3550    11.23    20.0
3570    11.21    20.0
3590    11.2     20.0
3610    11.27    20.0
3630    11.27    20.0
3650    11.31    20.0
3670    11.33    20.0
3690    11.33    20.0
3710    11.32    20.0
3730    11.31    20.0
3750    11.35    20.0
3770    11.4     20.0
3790    11.42    20.0
3810    11.43    20.0
3830    11.42    20.0
3850    11.41    20.0
3870    11.39    20.0
3890    11.44    20.0
3910    11.38    20.0
3930    11.31    20.0
3950    11.36    20.0
3970    11.47    20.0
3990    11.34    20.0
4010    11.22    20.0
4030    11.12    20.0
4050    11.12    20.0
4070    11.24    20.0
4090    11.45    20.0
4110    11.5     20.0
4130    11.34    20.0
4150    11.23    20.0
4170    11.18    20.0
4190    11.12    20.0
4210    11.09    20.0
4230    11.12    20.0
4250    11.18    20.0
4270    11.2     20.0
4290    11.28    20.0
4310    11.38    20.0
4330    11.58    20.0
4350    11.59    20.0
4370    11.4     20.0
4390    11.32    20.0
4410    11.25    20.0
4430    11.22    20.0
4450    11.18    20.0
4470    11.17    20.0
4490    11.17    20.0
4510    11.16    20.0
4530    11.15    20.0
4550    11.16    20.0
4570    11.19    20.0
4590    11.2     20.0
4610    11.22    20.0
4630    11.23    20.0
4650    11.23    20.0
4670    11.23    20.0
4690    11.23    20.0
4710    11.25    20.0
4730    11.25    20.0
4750    11.27    20.0
4770    11.28    20.0
4790    11.31    20.0
4810    11.37    20.0
4830    11.48    20.0
4850    11.66    20.0
4870    11.7     20.0
4890    11.55    20.0
4910    11.45    20.0
4930    11.42    20.0
4950    11.4     20.0
4970    11.38    20.0
4990    11.37    20.0
5010    11.36    20.0
5030    11.39    20.0
5050    11.4     20.0
5070    11.39    20.0
5090    11.37    20.0
5110    11.37    20.0
5130    11.36    20.0
5150    11.37    20.0
5170    11.36    20.0
5190    11.4     20.0
5210    11.41    20.0
5230    11.42    20.0
5250    11.42    20.0
5270    11.43    20.0
5290    11.44    20.0
5310    11.44    20.0
5330    11.44    20.0
5350    11.46    20.0
5370    11.48    20.0
5390    11.48    20.0
5410    11.46    20.0
5430    11.48    20.0
5450    11.5     20.0
5470    11.5     20.0
5490    11.49    20.0
5510    11.51    20.0
5530    11.53    20.0
5550    11.54    20.0
5570    11.54    20.0
5590    11.54    20.0
5610    11.54    20.0
5630    11.55    20.0
5650    11.55    20.0
5670    11.56    20.0
5690    11.58    20.0
5700    11.56    10.0
5740    11.58    40.0
5780    11.6     40.0
5820    11.59    40.0
5860    11.6     40.0
5900    11.63    40.0
5940    11.65    40.0
5980    11.67    40.0
6020    11.67    40.0
6060    11.7     40.0
6100    11.68    40.0
6140    11.7     40.0
6180    11.72    40.0
6220    11.73    40.0
6260    11.75    40.0
6300    11.76    40.0
6340    11.78    40.0
6380    11.78    40.0
6420    11.81    40.0
6460    11.82    40.0
6500    11.87    40.0
6540    12.0     40.0
6580    12.01    40.0
6620    11.93    40.0
6660    11.93    40.0
6700    11.9     40.0
6740    11.87    40.0
6780    11.86    40.0
6820    11.87    40.0
6860    11.9     40.0
6900    11.94    40.0
6940    11.92    40.0
6980    11.95    40.0
7020    11.97    40.0
7060    11.96    40.0
7100    11.94    40.0
7140    11.96    40.0
7180    11.92    40.0
7220    11.97    40.0
7260    11.98    40.0
7300    11.97    40.0
7340    12.02    40.0
7380    12.03    40.0
7420    12.05    40.0
7460    12.05    40.0
7500    12.02    40.0
7540    12.07    40.0
7580    12.08    40.0
7620    12.0     40.0
7660    12.03    40.0
7700    12.13    40.0
7740    12.14    40.0
7780    12.12    40.0
7820    12.1     40.0
7860    12.12    40.0
7900    12.1     40.0
7940    12.11    40.0
7980    12.17    40.0
8020    12.16    40.0
8060    12.19    40.0
8100    12.25    40.0
8160    12.18    40.0
8240    12.18    40.0
8320    12.24    40.0
8400    12.2     40.0
8480    12.26    40.0
8560    12.26    40.0
8640    12.24    40.0
8720    12.24    40.0
8800    12.36    40.0
8880    12.34    40.0
8960    12.33    40.0
9040    12.29    40.0
9120    12.32    40.0
9200    12.39    40.0
9280    12.42    40.0
9360    12.31    40.0
9440    12.44    40.0
9520    12.46    40.0
9600    12.44    40.0
9680    12.38    40.0
9760    12.38    40.0
9840    12.47    40.0
9920    12.5     40.0
10000   12.5     40.0
10080   12.5     40.0
10160   12.43    40.0
10240   12.51    40.0
10320   12.43    40.0
10400   12.39    40.0
10480   12.48    40.0
10560   12.54    40.0

