3493.4462890625 16.818 28
3519.86584291506 17.316 28
3546.28539676762 16.900 28
3572.70495062018 17.139 28
3599.12450447274 16.800 28
3625.5440583253 16.762 28
3651.96361217786 16.728 28
3678.38316603042 17.019 28
3704.80271988298 16.512 28
3731.22227373554 16.830 28
3757.64182758811 16.514 28
3784.06138144067 16.209 28
3810.48093529323 16.433 28
3836.90048914579 17.181 28
3863.32004299835 16.976 28
3889.73959685091 16.448 28
3916.15915070347 16.187 28
3942.57870455603 16.706 28
3968.99825840859 16.871 28
3995.41781226115 15.949 28
4021.83736611371 15.819 28
4048.25691996627 15.837 28
4074.67647381883 15.883 28
4101.09602767139 15.846 28
4127.51558152395 15.720 28
4153.93513537651 15.719 28
4180.35468922908 15.814 28
4206.77424308164 15.756 28
4233.1937969342 15.867 28
4259.61335078676 15.750 28
4286.03290463932 15.776 28
4312.45245849188 15.967 28
4338.87201234444 15.647 28
4365.291566197 15.607 28
4391.71112004956 15.704 28
4418.13067390212 15.475 28
4444.55022775468 15.443 28
4470.96978160725 15.447 28
4497.38933545981 15.331 28
4523.80888931237 15.363 28
4550.22844316493 15.362 28
4576.64799701749 15.276 28
4603.06755087005 15.309 28
4629.48710472261 15.211 28
4655.90665857517 15.289 28
4682.32621242773 15.274 28
4708.74576628029 15.345 28
4735.16532013286 15.240 28
4761.58487398542 15.201 28
4788.00442783798 15.219 28
4814.42398169054 15.188 28
4840.8435355431 15.157 28
4867.26308939566 15.384 28
4893.68264324822 15.190 28
4920.10219710078 15.214 28
4946.52175095334 15.142 28
4972.9413048059 15.136 28
4999.36085865847 15.151 28
5025.78041251103 15.171 28
5052.19996636359 15.134 28
5078.61952021615 15.192 28
5105.03907406871 15.123 28
5131.45862792127 15.125 28
5157.87818177383 15.099 28
5184.29773562639 15.285 28
5210.71728947895 15.106 28
5237.13684333151 15.041 28
5263.55639718407 15.101 28
5289.97595103664 15.000 28
5316.3955048892 14.999 28
5342.81505874176 14.986 28
5369.23461259432 15.024 28
5395.65416644688 15.008 28
5422.07372029944 14.985 28
5448.493274152 14.946 28
5474.91282800456 14.933 28
5501.33238185712 14.930 28
5527.75193570968 14.976 28
5554.17148956225 14.901 28
5580.59104341481 14.956 28
5607.01059726737 14.922 28
5633.43015111993 14.922 28
5659.84970497249 14.929 28
5686.26925882505 14.921 28
5712.68881267761 14.938 28
5739.10836653017 14.848 28
5765.52792038273 14.824 28
5791.94747423529 14.875 28
5818.36702808786 14.836 28
5844.78658194042 14.828 28
5871.20613579298 14.840 28
5897.62568964554 14.967 28
5924.0452434981 14.827 28
5950.46479735066 14.805 28
5976.88435120322 14.822 28
6003.30390505578 14.858 28
6029.72345890834 14.779 28
6056.1430127609 14.756 28
6082.56256661346 14.740 28
6108.98212046603 14.783 28
6135.40167431859 14.767 28
6161.82122817115 14.819 28
6188.24078202371 14.787 28
6214.66033587627 14.743 28
6241.07988972883 14.790 28
6267.49944358139 14.773 28
6293.91899743395 14.762 28
6320.33855128651 14.745 28
6346.75810513907 14.745 28
6373.17765899164 14.725 28
6399.5972128442 14.768 28
6426.01676669676 14.741 28
6452.43632054932 14.726 28
6478.85587440188 14.727 28
6505.27542825444 14.713 28
6531.694982107 14.697 28
6558.11453595956 14.818 28
6584.53408981212 14.684 28
6610.95364366468 14.707 28
6637.37319751725 14.663 28
6663.79275136981 14.670 28
6690.21230522237 14.635 28
6716.63185907493 14.711 28
6743.05141292749 14.607 28
6769.47096678005 14.648 28
6795.89052063261 14.658 28
6822.31007448517 14.644 28
6848.72962833773 14.679 28
6875.14918219029 14.844 28
6901.56873604285 14.765 28
6927.98828989542 14.745 28
6954.40784374798 14.631 28
6980.82739760054 14.607 28
7007.2469514531 14.665 28
7033.66650530566 14.675 28
7060.08605915822 14.624 28
7086.50561301078 14.657 28
7112.92516686334 14.663 28
7139.3447207159 14.638 28
7165.76427456846 14.714 28
7192.18382842103 14.764 28
7218.60338227359 14.642 28
7245.02293612615 14.747 28
7271.44248997871 14.695 28
7297.86204383127 14.713 28
7324.28159768383 14.633 28
7350.70115153639 14.616 28
7377.12070538895 14.608 28
7403.54025924151 14.589 28
7429.95981309407 14.596 28
7456.37936694663 14.611 28
7482.7989207992 14.544 28
7509.21847465176 14.579 28
7535.63802850432 14.553 28
7562.05758235688 14.547 28
7588.47713620944 14.635 28
7614.896690062 15.196 28
7641.31624391456 15.039 28
7667.73579776712 14.726 28
7694.15535161968 14.614 28
7720.57490547224 14.565 28
7746.99445932481 14.585 28
7773.41401317737 14.552 28
7799.83356702993 14.564 28
7826.25312088249 14.550 28
7852.67267473505 14.585 28
7879.09222858761 14.580 28
7905.51178244017 14.590 28
7931.93133629273 14.594 28
7958.35089014529 14.629 28
7984.77044399785 14.623 28
8011.18999785042 14.533 28
8037.60955170298 14.575 28
8064.02910555554 14.565 28
8090.4486594081 14.552 28
8116.86821326066 14.587 28
8143.28776711322 14.649 28
8169.70732096578 14.738 28
8196.12687481834 14.634 28
8222.5464286709 14.707 28
8248.96598252346 14.572 28
8275.38553637602 14.654 28
8301.80509022858 14.655 28
8328.22464408114 14.652 28
8354.6441979337 14.565 28
8381.06375178626 14.585 28
8407.48330563882 14.617 28
8433.90285949138 14.619 28
8460.32241334394 14.501 28
8486.7419671965 14.629 28
8513.16152104906 14.565 28
8539.58107490162 14.705 28
8566.00062875418 14.568 28
8592.42018260674 14.681 28
8618.8397364593 14.637 28
8645.25929031186 14.601 28
8671.67884416442 14.825 28
8698.09839801698 14.730 28
8724.51795186954 14.760 28
8750.93750572206 14.685 28
