3320 12.43 7.0
3400 12.42 7.0
3480 12.42 7.0
3560 12.4 7.0
3640 12.41 7.0
3720 12.43 7.0
3800 12.48 7.0
3880 12.5 7.0
3960 12.56 7.0
4040 12.26 7.0
4120 12.46 7.0
4200 12.07 7.0
4280 12.2 7.0
4360 12.52 7.0
4440 12.1 7.0
4520 12.04 7.0
4600 12.04 7.0
4680 12.07 7.0
4760 12.15 7.0
4840 12.51 7.0
4920 12.32 7.0
5000 12.16 7.0
5080 12.15 7.0
5160 12.13 7.0
5240 12.15 7.0
5320 12.18 7.0
5400 12.2 7.0
5480 12.24 7.0
5560 12.22 7.0
5640 12.24 7.0
5720 12.25 7.0
5800 12.27 7.0
6040 12.25 7.0
6200 12.29 7.0
6360 12.32 7.0
6520 12.6 7.0
6680 12.53 7.0
6840 12.5 7.0
7000 12.52 7.0
7160 12.56 7.0
7320 12.6 7.0
7480 12.64 7.0
7640 12.72 7.0
7800 12.68 7.0
7960 12.71 7.0
8120 12.69 7.0
8280 12.72 7.0
8440 12.76 7.0
8600 12.78 7.0
8760 12.81 7.0
8920 12.86 7.0
9080 12.87 7.0
9240 12.88 7.0
9400 13.02 7.0
9560 12.93 7.0
9720 12.95 7.0
9880 12.98 7.0

