 3126.1245 13.640  2.7
 3128.8382 13.628  2.7
 3131.5520 13.902  2.7
 3134.2657 14.069  2.7
 3136.9795 13.686  2.7
 3139.6932 13.635  2.7
 3142.4069 13.601  2.7
 3145.1207 13.618  2.7
 3147.8344 13.795  2.7
 3150.5481 13.773  2.7
 3153.2619 13.607  2.7
 3155.9756 13.497  2.7
 3158.6894 13.578  2.7
 3161.4031 13.707  2.7
 3164.1168 13.603  2.7
 3166.8306 13.654  2.7
 3169.5443 13.763  2.7
 3172.2580 13.704  2.7
 3174.9718 13.529  2.7
 3177.6855 13.484  2.7
 3180.3993 13.534  2.7
 3183.1130 13.443  2.7
 3185.8267 13.461  2.7
 3188.5405 13.490  2.7
 3191.2542 13.547  2.7
 3193.9679 13.609  2.7
 3196.6817 13.606  2.7
 3199.3954 13.748  2.7
 3202.1092 13.750  2.7
 3204.8229 13.637  2.7
 3207.5366 13.594  2.7
 3210.2504 13.586  2.7
 3212.9641 13.590  2.7
 3215.6779 13.499  2.7
 3218.3916 13.493  2.7
 3221.1053 13.593  2.7
 3223.8191 13.700  2.7
 3226.5328 13.736  2.7
 3229.2465 13.606  2.7
 3231.9603 13.533  2.7
 3234.6740 13.531  2.7
 3237.3878 13.508  2.7
 3240.1015 13.475  2.7
 3242.8152 13.498  2.7
 3245.5290 13.565  2.7
 3248.2427 13.535  2.7
 3250.9564 13.587  2.7
 3253.6702 13.639  2.7
 3256.3839 13.687  2.7
 3259.0977 13.707  2.7
 3261.8114 13.609  2.7
 3264.5251 13.525  2.7
 3267.2389 13.495  2.7
 3269.9526 13.623  2.7
 3272.6664 13.721  2.7
 3275.3801 13.672  2.7
 3278.0938 13.562  2.7
 3280.8076 13.484  2.7
 3283.5213 13.538  2.7
 3286.2350 13.577  2.7
 3288.9488 13.668  2.7
 3291.6625 13.695  2.7
 3294.3763 13.622  2.7
 3297.0900 13.567  2.7
 3299.8037 13.633  2.7
 3302.5175 13.679  2.7
 3305.2312 13.654  2.7
 3307.9449 13.662  2.7
 3310.6587 13.676  2.7
 3313.3724 13.665  2.7
 3316.0862 13.623  2.7
 3318.7999 13.581  2.7
 3321.5136 13.625  2.7
 3324.2274 13.649  2.7
 3326.9411 13.659  2.7
 3329.6548 13.604  2.7
 3332.3686 13.599  2.7
 3335.0823 13.611  2.7
 3337.7961 13.558  2.7
 3340.5098 13.618  2.7
 3343.2235 13.664  2.7
 3345.9373 13.674  2.7
 3348.6510 13.675  2.7
 3351.3648 13.698  2.7
 3354.0785 13.665  2.7
 3356.7922 13.625  2.7
 3359.5060 13.659  2.7
 3362.2197 13.612  2.7
 3364.9334 13.586  2.7
 3367.6472 13.597  2.7
 3370.3609 13.642  2.7
 3373.0747 13.650  2.7
 3375.7884 13.646  2.7
 3378.5021 13.697  2.7
 3381.2159 13.676  2.7
 3383.9296 13.612  2.7
 3386.6433 13.603  2.7
 3389.3571 13.637  2.7
 3392.0708 13.638  2.7
 3394.7846 13.577  2.7
 3397.4983 13.596  2.7
 3400.2120 13.660  2.7
 3402.9258 13.630  2.7
 3405.6395 13.636  2.7
 3408.3533 13.619  2.7
 3411.0670 13.634  2.7
 3413.7807 13.643  2.7
 3416.4945 13.618  2.7
 3419.2082 13.627  2.7
 3421.9219 13.686  2.7
 3424.6357 13.659  2.7
 3427.3494 13.583  2.7
 3430.0632 13.588  2.7
 3432.7769 13.606  2.7
 3435.4906 13.568  2.7
 3438.2044 13.592  2.7
 3440.9181 13.634  2.7
 3443.6318 13.642  2.7
 3446.3456 13.614  2.7
 3449.0593 13.653  2.7
 3451.7731 13.664  2.7
 3454.4868 13.564  2.7
 3457.2005 13.539  2.7
 3459.9143 13.621  2.7
 3462.6280 13.638  2.7
 3465.3417 13.618  2.7
 3468.0555 13.605  2.7
 3470.7692 13.618  2.7
 3473.4830 13.593  2.7
 3476.1967 13.618  2.7
 3478.9104 13.662  2.7
 3481.6242 13.714  2.7
 3484.3379 13.724  2.7
 3487.0517 13.659  2.7
 3489.7654 13.649  2.7
 3492.4791 13.613  2.7
 3495.1929 13.598  2.7
 3497.9066 13.579  2.7
 3500.6203 13.625  2.7
 3503.3341 13.654  2.7
 3506.0478 13.638  2.7
 3508.7616 13.625  2.7
 3511.4753 13.659  2.7
 3514.1890 13.684  2.7
 3516.9028 13.686  2.7
 3519.6165 13.675  2.7
 3522.3302 13.703  2.7
 3525.0440 13.704  2.7
 3527.7577 13.683  2.7
 3530.4715 13.652  2.7
 3533.1852 13.627  2.7
 3535.8989 13.615  2.7
 3538.6127 13.638  2.7
 3541.3264 13.641  2.7
 3544.0402 13.612  2.7
 3546.7539 13.629  2.7
 3549.4676 13.658  2.7
 3552.1814 13.700  2.7
 3554.8951 13.670  2.7
 3557.6088 13.654  2.7
 3560.3226 13.689  2.7
 3563.0363 13.719  2.7
 3565.7501 13.749  2.7
 3568.4638 13.756  2.7
 3571.1775 13.724  2.7
 3573.8913 13.702  2.7
 3576.6050 13.682  2.7
 3579.3187 13.697  2.7
 3582.0325 13.705  2.7
 3584.7462 13.681  2.7
 3587.4600 13.658  2.7
 3590.1737 13.667  2.7
 3592.8874 13.683  2.7
 3595.6012 13.671  2.7
 3598.3149 13.662  2.7
 3601.0286 13.656  2.7
 3603.7424 13.688  2.7
 3606.4561 13.704  2.7
 3609.1699 13.688  2.7
 3611.8836 13.705  2.7
 3614.5973 13.713  2.7
 3617.3111 13.717  2.7
 3620.0248 13.721  2.7
 3622.7386 13.713  2.7
 3625.4523 13.710  2.7
 3628.1660 13.715  2.7
 3630.8798 13.732  2.7
 3633.5935 13.773  2.7
 3636.3072 13.807  2.7
 3639.0210 13.802  2.7
 3641.7347 13.788  2.7
 3644.4485 13.766  2.7
 3647.1622 13.769  2.7
 3649.8759 13.801  2.7
 3652.5897 13.760  2.7
 3655.3034 13.726  2.7
 3658.0171 13.733  2.7
 3660.7309 13.711  2.7
 3663.4446 13.651  2.7
 3666.1584 13.634  2.7
 3668.8721 13.668  2.7
 3671.5858 13.694  2.7
 3674.2996 13.704  2.7
 3677.0133 13.700  2.7
 3679.7271 13.688  2.7
 3682.4408 13.720  2.7
 3685.1545 13.758  2.7
 3687.8683 13.804  2.7
 3690.5820 13.813  2.7
 3693.2957 13.775  2.7
 3696.0095 13.809  2.7
 3698.7232 13.807  2.7
 3701.4370 13.766  2.7
 3704.1507 13.759  2.7
 3706.8644 13.775  2.7
 3709.5782 13.762  2.7
 3712.2919 13.759  2.7
 3715.0056 13.742  2.7
 3717.7194 13.726  2.7
 3720.4331 13.744  2.7
 3723.1469 13.753  2.7
 3725.8606 13.765  2.7
 3728.5743 13.801  2.7
 3731.2881 13.801  2.7
 3734.0018 13.798  2.7
 3736.7155 13.797  2.7
 3739.4293 13.781  2.7
 3742.1430 13.773  2.7
