   3210.0   13.14    20.0
   3230.0   13.20    20.0
   3250.0   13.19    20.0
   3270.0   13.11    20.0
   3290.0   13.20    20.0
   3310.0   13.19    20.0
   3330.0   13.22    20.0
   3350.0   13.17    20.0
   3370.0   13.17    20.0
   3390.0   13.19    20.0
   3410.0   13.23    20.0
   3430.0   13.18    20.0
   3450.0   13.17    20.0
   3470.0   13.16    20.0
   3490.0   13.15    20.0
   3510.0   13.22    20.0
   3530.0   13.13    20.0
   3550.0   13.17    20.0
   3570.0   13.22    20.0
   3590.0   13.22    20.0
   3610.0   13.18    20.0
   3630.0   13.17    20.0
   3650.0   13.17    20.0
   3670.0   13.19    20.0
   3690.0   13.19    20.0
   3710.0   13.22    20.0
   3730.0   13.25    20.0
   3750.0   13.25    20.0
   3770.0   13.24    20.0
   3790.0   13.29    20.0
   3810.0   13.25    20.0
   3830.0   13.30    20.0
   3850.0   13.21    20.0
   3870.0   13.26    20.0
   3890.0   13.44    20.0
   3910.0   13.14    20.0
   3930.0   13.01    20.0
   3950.0   13.15    20.0
   3970.0   13.38    20.0
   3990.0   13.12    20.0
   4010.0   12.95    20.0
   4030.0   12.86    20.0
   4050.0   12.90    20.0
   4070.0   13.01    20.0
   4090.0   13.34    20.0
   4110.0   13.34    20.0
   4130.0   13.0    20.0
   4150.0   12.88    20.0
   4170.0   12.77    20.0
   4190.0   12.76    20.0
   4210.0   12.75    20.0
   4230.0   12.74    20.0
   4250.0   12.78    20.0
   4270.0   12.86    20.0
   4290.0   12.98    20.0
   4310.0   13.18    20.0
   4330.0   13.51    20.0
   4350.0   13.37    20.0
   4370.0   13.12    20.0
   4390.0   12.93    20.0
   4410.0   12.83    20.0
   4430.0   12.78    20.0
   4450.0   12.72    20.0
   4470.0   12.70    20.0
   4490.0   12.71    20.0
   4510.0   12.70    20.0
   4530.0   12.73    20.0
   4550.0   12.68    20.0
   4570.0   12.71    20.0
   4590.0   12.71    20.0
   4610.0   12.72    20.0
   4630.0   12.72    20.0
   4650.0   12.74    20.0
   4670.0   12.75    20.0
   4690.0   12.77    20.0
   4710.0   12.76    20.0
   4730.0   12.77    20.0
   4750.0   12.81    20.0
   4770.0   12.82    20.0
   4790.0   12.90    20.0
   4810.0   12.97    20.0
   4830.0   13.11    20.0
   4850.0   13.50    20.0
   4870.0   13.40    20.0
   4890.0   13.12    20.0
   4910.0   13.0    20.0
   4930.0   12.93    20.0
   4950.0   12.90    20.0
   4970.0   12.85    20.0
   4990.0   12.84    20.0
   5010.0   12.88    20.0
   5030.0   12.89    20.0
   5050.0   12.88    20.0
   5070.0   12.85    20.0
   5090.0   12.80    20.0
   5110.0   12.83    20.0
   5130.0   12.84    20.0
   5150.0   12.78    20.0
   5170.0   12.85    20.0
   5190.0   12.87    20.0
   5210.0   12.83    20.0
   5230.0   12.84    20.0
   5250.0   12.85    20.0
   5270.0   12.85    20.0
   5290.0   12.85    20.0
   5310.0   12.89    20.0
   5330.0   12.90    20.0
   5350.0   12.89    20.0
   5370.0   12.87    20.0
   5390.0   12.88    20.0
   5410.0   12.88    20.0
   5430.0   12.90    20.0
   5450.0   12.91    20.0
   5470.0   12.90    20.0
   5490.0   12.96    20.0
   5510.0   12.93    20.0
   5530.0   12.92    20.0
   5550.0   12.93    20.0
   5570.0   12.91    20.0
   5590.0   12.92    20.0
   5610.0   12.93    20.0
   5630.0   12.94    20.0
   5650.0   12.98    20.0
   5670.0   12.94    20.0
   5690.0   12.96    20.0
   5700.0   12.96    20.0
   5740.0   12.98    20.0
   5780.0   13.02    20.0
   5820.0   13.01    20.0
   5860.0   13.04    20.0
   5900.0   13.03    20.0
   5940.0   13.05    20.0
   5980.0   13.04    20.0
   6020.0   13.02    20.0
   6060.0   13.05    20.0
   6100.0   13.07    20.0
   6140.0   13.07    20.0
   6180.0   13.07    20.0
   6220.0   13.09    20.0
   6260.0   13.08    20.0
   6300.0   13.12    20.0
   6340.0   13.11    20.0
   6380.0   13.15    20.0
   6420.0   13.17    20.0
   6460.0   13.25    20.0
   6500.0   13.29    20.0
   6540.0   13.52    20.0
   6580.0   13.66    20.0
   6620.0   13.35    20.0
   6660.0   13.30    20.0
   6700.0   13.23    20.0
   7060.0   13.23    20.0
   7100.0   13.25    20.0
   7140.0   13.25    20.0
   7180.0   13.25    20.0
   7220.0   13.28    20.0
   7320.0   13.34    20.0
   7480.0   13.36    20.0
   7640.0   13.40    20.0
   7800.0   13.38    20.0
   7960.0   13.40    20.0
   8120.0   13.43    20.0
   8280.0   13.46    20.0
   8440.0   13.44    20.0
   8600.0   13.48    20.0
   8760.0   13.60    20.0
   8920.0   13.58    20.0
   9080.0   13.60    20.0
   9240.0   13.59    20.0
   9400.0   13.70    20.0
   9560.0   13.73    20.0
   9720.0   13.71    20.0
   9880.0   13.68    20.0
  10040.0   13.73    20.
