3200.427734		11.99	3
3203.174805		11.99	3
3205.921875		11.98	3
3208.668945		11.98	3
3211.416016		11.99	3
3214.163086		11.99	3
3216.910156		12.00	3
3219.657471		11.99	3
3222.404541		12.00	3
3225.151855		12.00	3
3227.898926		12.01	3
3230.64624		12.00	3
3233.393555		12.00	3
3236.140625		12.00	3
3238.887939		12.01	3
3241.635254		12.01	3
3244.382568		12.01	3
3247.129883		12.02	3
3249.877441		12.02	3
3252.624756		12.02	3
3255.37207		12.03	3
3258.119629		12.03	3
3260.866943		12.02	3
3263.614502		12.02	3
3266.361816		12.01	3
3269.109375		12.03	3
3271.856934		12.03	3
3274.604492		12.02	3
3277.352051		12.03	3
3280.099609		12.03	3
3282.847168		12.03	3
3285.594727		12.02	3
3288.342285		12.02	3
3291.089844		12.04	3
3293.837402		12.05	3
3296.585205		12.04	3
3299.332764		12.04	3
3302.080566		12.04	3
3304.828125		12.04	3
3307.575928		12.06	3
3310.32373		12.05	3
3313.071533		12.05	3
3315.819336		12.05	3
3318.567139		12.04	3
3321.314941		12.06	3
3324.062744		12.05	3
3326.810547		12.05	3
3329.55835		12.07	3
3332.306152		12.06	3
3335.054199		12.07	3
3337.802002		12.07	3
3340.549805		12.06	3
3343.297852		12.07	3
3346.045654		12.08	3
3348.793701		12.08	3
3351.541748		12.07	3
3354.289795		12.06	3
3357.037598		12.07	3
3359.785645		12.08	3
3362.533691		12.08	3
3365.281738		12.08	3
3368.029785		12.09	3
3370.778076		12.08	3
3373.526123		12.07	3
3376.27417		12.08	3
3379.022217		12.08	3
3381.770508		12.08	3
3384.518555		12.09	3
3387.266846		12.08	3
3390.014893		12.09	3
3392.763184		12.09	3
3395.511475		12.10	3
3398.259521		12.10	3
3401.007812		12.10	3
3403.756104		12.09	3
3406.504395		12.10	3
3409.252686		12.11	3
3412.000977		12.10	3
3414.749268		12.10	3
3417.497559		12.10	3
3420.246094		12.11	3
3422.994385		12.11	3
3425.742676		12.12	3
3428.491211		12.11	3
3431.239502		12.11	3
3433.988037		12.11	3
3436.736328		12.11	3
3439.484863		12.11	3
3442.233154		12.11	3
3444.981689		12.13	3
3447.730225		12.13	3
3450.47876		12.12	3
3453.227295		12.13	3
3455.97583		12.12	3
3458.724121		12.12	3
3461.4729		12.13	3
3464.221436		12.13	3
3466.969971		12.13	3
3469.718506		12.13	3
3472.467041		12.13	3
3475.21582		12.13	3
3477.964355		12.13	3
3480.712891		12.13	3
3483.46167		12.13	3
3486.210205		12.14	3
3488.958984		12.15	3
3491.70752		12.15	3
3494.456299		12.15	3
3497.205078		12.16	3
3499.953857		12.15	3
3502.702393		12.15	3
3505.451172		12.15	3
3508.199951		12.16	3
3510.94873		12.17	3
3513.69751		12.19	3
3516.446289		12.17	3
3519.195068		12.17	3
3521.943848		12.17	3
3524.692627		12.16	3
3527.44165		12.15	3
3530.19043		12.16	3
3532.939209		12.16	3
3535.688232		12.17	3
3538.437012		12.17	3
3541.186035		12.18	3
3543.934814		12.17	3
3546.683838		12.17	3
3549.432617		12.17	3
3552.181641		12.17	3
3554.930664		12.18	3
3557.679443		12.17	3
3560.428467		12.18	3
3563.17749		12.17	3
3565.926514		12.18	3
3568.675537		12.18	3
3571.424561		12.18	3
3574.173584		12.19	3
3576.922607		12.19	3
3579.671631		12.20	3
3582.420654		12.18	3
3585.169678		12.19	3
3587.918701		12.20	3
3590.667725		12.20	3
3593.416992		12.19	3
3596.166016		12.19	3
3598.915039		12.20	3
3601.664307		12.19	3
3604.41333		12.20	3
3607.162598		12.20	3
3609.911621		12.20	3
3612.660889		12.21	3
3615.409912		12.20	3
3618.15918		12.20	3
3620.908447		12.22	3
3623.657471		12.21	3
3626.406738		12.21	3
3629.156006		12.21	3
3631.905273		12.22	3
3634.654297		12.21	3
3637.403564		12.22	3
3640.152832		12.22	3
3642.9021		12.23	3
3645.651367		12.23	3
3648.400635		12.21	3
3651.149902		12.22	3
3653.89917		12.22	3
3656.648438		12.23	3
3659.397949		12.23	3
3662.147217		12.23	3
3664.896484		12.23	3
3667.645752		12.23	3
3670.395264		12.23	3
3673.144531		12.23	3
3675.893799		12.22	3
3678.643311		12.24	3
3681.392578		12.23	3
3684.14209		12.23	3
3686.891357		12.23	3
3689.640869		12.24	3
3692.390137		12.24	3
3695.139648		12.25	3
3697.888916		12.25	3
3700.638428		12.25	3
3703.387939		12.25	3
3706.137207		12.25	3
3708.886719		12.25	3
3711.63623		12.25	3
3714.385742		12.25	3
3717.13501		12.25	3
3719.884521		12.25	3
3722.634033		12.25	3
3725.383545		12.25	3
3728.133057		12.26	3
3730.882568		12.27	3
3733.63208		12.27	3
3736.381592		12.26	3
3739.131104		12.26	3
3741.880615		12.27	3
3744.630127		12.27	3
3747.379639		12.26	3
3750.12915		12.27	3
3752.878906		12.26	3
3755.628418		12.27	3
3758.37793		12.27	3
3761.127441		12.28	3
3763.876953		12.28	3
3766.626709		12.28	3
3769.376221		12.28	3
3772.125732		12.28	3
3774.875488		12.27	3
3777.625		12.28	3
3780.374512		12.27	3
3783.124268		12.28	3
3785.873779		12.28	3
3788.623535		12.28	3
3791.373047		12.28	3
3794.122803		12.28	3
3796.872314		12.29	3
3799.62207		12.30	3
3802.371582		12.30	3
3805.121338		12.29	3
3807.871094		12.29	3
3810.620605		12.30	3
3813.370361		12.29	3
3816.120117		12.30	3
3818.869629		12.31	3
3821.619385		12.31	3
3824.369141		12.31	3
3827.118652		12.31	3
3829.868408		12.32	3
3832.618164		12.31	3
3835.36792		12.31	3
3838.117676		12.31	3
3840.867188		12.31	3
3843.616943		12.30	3
3846.366699		12.30	3
3849.116455		12.32	3
3851.866211		12.31	3
3854.615967		12.31	3
3857.365723		12.31	3
