 4060.0000 12.860 40.0
 4100.0000 12.970 40.0
 4140.0000 12.920 40.0
 4200.0000 12.870 60.0
 4240.0000 12.890 40.0
 4260.0000 12.880 20.0
 4300.0000 12.940 40.0
 4340.0000 13.090 40.0
 4380.0000 12.960 40.0
 4400.0000 12.970 20.0
 4560.0000 13.020 160.0
 4760.0000 13.130 200.0
 4800.0000 13.140 40.0
 4820.0000 13.160 20.0
 4860.0000 13.340 40.0
 4900.0000 13.190 40.0
 4920.0000 13.180 20.0
 4960.0000 13.190 40.0
 5000.0000 13.190 40.0
 5120.0000 13.250 120.0
 5240.0000 13.280 120.0
 5400.0000 13.340 160.0
 5560.0000 13.450 160.0
 5760.0000 13.450 200.0
 6020.0000 13.540 260.0
 6420.0000 13.640 400.0
 6460.0000 13.640 40.0
 6500.0000 13.680 40.0
 6540.0000 13.750 40.0
 6560.0000 13.820 20.0
 6580.0000 13.800 20.0
 6620.0000 13.690 40.0
 6660.0000 13.700 40.0
 6700.0000 13.710 40.0
 6740.0000 13.730 40.0
 6780.0000 13.720 40.0
 7100.0000 13.810 320.0
 7460.0000 13.880 360.0
 7780.0000 14.010 320.0
 8100.0000 14.020 320.0
 8380.0000 14.130 280.0
 8708.0000 14.120 328.0
