3838.14	3.05E-15	1E-17
3840.89	3.7E-15	1E-17
3843.65	3.96E-15	1E-17
3846.4	3.63E-15	1E-17
3849.16	3.53E-15	1E-17
3851.91	3.61E-15	1E-17
3854.67	4.08E-15	1E-17
3857.42	3.81E-15	1E-17
3860.18	4.05E-15	1E-17
3862.93	3.82E-15	1E-17
3865.69	3.97E-15	1E-17
3868.44	4.12E-15	1E-17
3871.2	3.71E-15	1E-17
3873.95	4.03E-15	1E-17
3876.71	4.07E-15	1E-17
3879.47	3.8E-15	1E-17
3882.22	3.81E-15	1E-17
3884.98	3.91E-15	1E-17
3887.73	4.03E-15	1E-17
3890.49	3.75E-15	1E-17
3893.24	3.89E-15	1E-17
3896	3.72E-15	1E-17
3898.75	4.02E-15	1E-17
3901.51	4.15E-15	1E-17
3904.26	3.95E-15	1E-17
3907.02	3.99E-15	1E-17
3909.77	3.28E-15	1E-17
3912.53	3.56E-15	1E-17
3915.28	3.92E-15	1E-17
3918.04	3.8E-15	1E-17
3920.79	3.5E-15	1E-17
3923.55	3.57E-15	1E-17
3926.31	3.49E-15	1E-17
3929.06	3.76E-15	1E-17
3931.82	3.86E-15	1E-17
3934.57	3.55E-15	1E-17
3937.33	3.52E-15	1E-17
3940.08	3.28E-15	1E-17
3942.84	3.42E-15	1E-17
3945.59	3.66E-15	1E-17
3948.35	3.7E-15	1E-17
3951.1	3.83E-15	1E-17
3953.86	3.6E-15	1E-17
3956.61	3.56E-15	1E-17
3959.37	3.4E-15	1E-17
3962.12	3.26E-15	1E-17
3964.88	3.32E-15	1E-17
3967.63	3.33E-15	1E-17
3970.39	3.5E-15	1E-17
3973.14	3.68E-15	1E-17
3975.9	3.4E-15	1E-17
3978.66	3.38E-15	1E-17
3981.41	3.34E-15	1E-17
3984.17	3.32E-15	1E-17
3986.92	3.34E-15	1E-17
3989.68	3.33E-15	1E-17
3992.43	3.49E-15	1E-17
3995.19	3.5E-15	1E-17
3997.94	3.34E-15	1E-17
4000.7	3.54E-15	1E-17
4003.45	3.57E-15	1E-17
4006.21	3.48E-15	1E-17
4008.96	3.62E-15	1E-17
4011.72	3.61E-15	1E-17
4014.47	3.57E-15	1E-17
4017.23	3.69E-15	1E-17
4019.98	3.71E-15	1E-17
4022.74	3.69E-15	1E-17
4025.49	3.73E-15	1E-17
4028.25	3.7E-15	1E-17
4031.01	3.77E-15	1E-17
4033.76	3.88E-15	1E-17
4036.52	3.79E-15	1E-17
4039.27	4.01E-15	1E-17
4042.03	4.18E-15	1E-17
4044.78	3.83E-15	1E-17
4047.54	3.89E-15	1E-17
4050.29	4.13E-15	1E-17
4053.05	4.23E-15	1E-17
4055.8	4.18E-15	1E-17
4058.56	4.14E-15	1E-17
4061.31	4.15E-15	1E-17
4064.07	4.19E-15	1E-17
4066.82	4.11E-15	1E-17
4069.58	4.01E-15	1E-17
4072.33	4.02E-15	1E-17
4075.09	4.1E-15	1E-17
4077.85	4.1E-15	1E-17
4080.6	4.14E-15	1E-17
4083.36	3.74E-15	1E-17
4086.11	3.73E-15	1E-17
4088.87	3.88E-15	1E-17
4091.62	3.85E-15	1E-17
4094.38	3.85E-15	1E-17
4097.13	3.92E-15	1E-17
4099.89	3.8E-15	1E-17
4102.64	4.06E-15	1E-17
4105.4	4.05E-15	1E-17
4108.15	4.06E-15	1E-17
4110.91	4.01E-15	1E-17
4113.66	3.94E-15	1E-17
4116.42	4.03E-15	1E-17
4119.17	3.9E-15	1E-17
4121.93	3.75E-15	1E-17
4124.68	3.49E-15	1E-17
4127.44	3.89E-15	1E-17
4130.2	4.05E-15	1E-17
4132.95	4.14E-15	1E-17
4135.71	3.88E-15	1E-17
4138.46	3.79E-15	1E-17
4141.22	3.93E-15	1E-17
4143.97	3.67E-15	1E-17
4146.73	3.92E-15	1E-17
4149.48	3.99E-15	1E-17
4152.24	4.13E-15	1E-17
4154.99	3.69E-15	1E-17
4157.75	3.91E-15	1E-17
4160.5	3.94E-15	1E-17
4163.26	3.82E-15	1E-17
4166.01	3.67E-15	1E-17
4168.77	3.63E-15	1E-17
4171.52	3.68E-15	1E-17
4174.28	3.78E-15	1E-17
4177.03	3.67E-15	1E-17
4179.79	3.81E-15	1E-17
4182.55	3.67E-15	1E-17
4185.3	3.76E-15	1E-17
4188.06	3.71E-15	1E-17
4190.81	3.5E-15	1E-17
4193.57	3.45E-15	1E-17
4196.32	3.61E-15	1E-17
4199.08	3.42E-15	1E-17
4201.83	3.55E-15	1E-17
4204.59	3.45E-15	1E-17
4207.34	3.48E-15	1E-17
4210.1	3.62E-15	1E-17
4212.85	3.56E-15	1E-17
4215.61	3.42E-15	1E-17
4218.36	3.31E-15	1E-17
4221.12	3.44E-15	1E-17
4223.87	3.42E-15	1E-17
4226.63	3.33E-15	1E-17
4229.39	3.29E-15	1E-17
4232.14	3.42E-15	1E-17
4234.9	3.27E-15	1E-17
4237.65	3.21E-15	1E-17
4240.41	3.08E-15	1E-17
4243.16	3.12E-15	1E-17
4245.92	3.13E-15	1E-17
4248.67	3.28E-15	1E-17
4251.43	3.11E-15	1E-17
4254.18	3.05E-15	1E-17
4256.94	2.88E-15	1E-17
4259.69	2.89E-15	1E-17
4262.45	3.03E-15	1E-17
4265.2	2.97E-15	1E-17
4267.96	2.84E-15	1E-17
4270.71	2.81E-15	1E-17
4273.47	2.79E-15	1E-17
4276.22	2.86E-15	1E-17
4278.98	2.73E-15	1E-17
4281.73	2.61E-15	1E-17
4284.49	2.67E-15	1E-17
4287.25	2.72E-15	1E-17
4290	2.57E-15	1E-17
4292.76	2.61E-15	1E-17
4295.51	2.59E-15	1E-17
4298.27	2.6E-15	1E-17
4301.02	2.45E-15	1E-17
4303.78	2.64E-15	1E-17
4306.53	2.45E-15	1E-17
4309.29	2.52E-15	1E-17
4312.04	2.52E-15	1E-17
4314.8	2.57E-15	1E-17
4317.55	2.42E-15	1E-17
4320.31	2.45E-15	1E-17
4323.06	2.6E-15	1E-17
4325.82	2.64E-15	1E-17
4328.57	2.62E-15	1E-17
4331.33	2.46E-15	1E-17
4334.09	2.54E-15	1E-17
4336.84	2.51E-15	1E-17
4339.6	2.47E-15	1E-17
4342.35	2.61E-15	1E-17
4345.11	2.58E-15	1E-17
4347.86	2.65E-15	1E-17
4350.62	2.47E-15	1E-17
4353.37	2.51E-15	1E-17
4356.13	2.73E-15	1E-17
4358.88	2.63E-15	1E-17
4361.64	2.52E-15	1E-17
4364.39	2.45E-15	1E-17
4367.15	2.47E-15	1E-17
